frame_number,frame_path,game_time,period,play_clock,imputed_game_time,imputed_period,imputed_play_clock,original_game_time,original_period,original_play_clock,imputation_confidence,imputation_method,imputation_timestamp,expected_game_time,expected_period,expected_play_clock
878,data/frames/game_6/frame_000878.jpg,11:24,2ND,5,FALSE,FALSE,FALSE,11:24,2ND,5,0,,45:30.8,11:24,2ND,5
879,data/frames/game_6/frame_000879.jpg,11:24,2ND,5,FALSE,FALSE,FALSE,11:24,2ND,5,0,,45:30.8,11:24,2ND,5
880,data/frames/game_6/frame_000880.jpg,11:23,2ND,4,FALSE,FALSE,FALSE,11:23,2ND,4,0,,45:30.8,11:23,2ND,4
881,data/frames/game_6/frame_000881.jpg,11:23,2ND,40,FALSE,FALSE,FALSE,11:23,2ND,40,0,,45:30.8,11:23,2ND,40
882,data/frames/game_6/frame_000882.jpg,11:22,2ND,40,FALSE,FALSE,FALSE,11:22,2ND,40,0,,45:30.8,11:22,2ND,40
883,data/frames/game_6/frame_000883.jpg,11:22,2ND,40,FALSE,FALSE,FALSE,11:22,2ND,40,0,,45:30.8,11:22,2ND,40
884,data/frames/game_6/frame_000884.jpg,11:21,2ND,40,FALSE,FALSE,FALSE,11:21,2ND,40,0,,45:30.8,11:21,2ND,40
885,data/frames/game_6/frame_000885.jpg,11:21,2ND,40,FALSE,FALSE,FALSE,11:21,2ND,40,0,,45:30.8,11:21,2ND,40
886,data/frames/game_6/frame_000886.jpg,11:20,2ND,40,FALSE,FALSE,FALSE,11:20,2ND,40,0,,45:30.8,11:20,2ND,40
887,data/frames/game_6/frame_000887.jpg,11:20,2ND,40,FALSE,FALSE,FALSE,11:20,2ND,40,0,,45:30.8,11:20,2ND,40
888,data/frames/game_6/frame_000888.jpg,11:19,2ND,40,FALSE,FALSE,FALSE,11:19,2ND,40,0,,45:30.8,11:19,2ND,40
889,data/frames/game_6/frame_000889.jpg,11:19,2ND,40,FALSE,FALSE,FALSE,11:19,2ND,40,0,,45:30.8,11:19,2ND,40
890,data/frames/game_6/frame_000890.jpg,11:18,2ND,40,FALSE,FALSE,FALSE,11:18,2ND,40,0,,45:30.8,11:18,2ND,40
891,data/frames/game_6/frame_000891.jpg,11:18,2ND,40,FALSE,FALSE,FALSE,11:18,2ND,40,0,,45:30.8,11:18,2ND,40
892,data/frames/game_6/frame_000892.jpg,11:17,2ND,40,FALSE,FALSE,FALSE,11:17,2ND,40,0,,45:30.8,11:17,2ND,40
893,data/frames/game_6/frame_000893.jpg,11:17,2ND,40,FALSE,FALSE,FALSE,11:17,2ND,40,0,,45:30.8,11:17,2ND,40
894,data/frames/game_6/frame_000894.jpg,11:17,2ND,40,FALSE,FALSE,FALSE,11:17,2ND,40,0,,45:30.8,11:17,2ND,40
895,data/frames/game_6/frame_000895.jpg,11:17,2ND,40,FALSE,FALSE,FALSE,11:17,2ND,40,0,,45:30.8,11:17,2ND,40
896,data/frames/game_6/frame_000896.jpg,11:17,2ND,39,FALSE,FALSE,FALSE,11:17,2ND,39,0,,45:30.8,11:17,2ND,39
897,data/frames/game_6/frame_000897.jpg,11:17,2ND,39,FALSE,FALSE,FALSE,11:17,2ND,39,0,,45:30.8,11:17,2ND,39
898,data/frames/game_6/frame_000898.jpg,11:17,2ND,39,FALSE,FALSE,FALSE,11:17,2ND,39,0,,45:30.8,11:17,2ND,39
899,data/frames/game_6/frame_000899.jpg,11:17,2ND,38,FALSE,FALSE,FALSE,11:17,2ND,38,0,,45:30.8,11:17,2ND,38
900,data/frames/game_6/frame_000900.jpg,11:17,2ND,37,FALSE,FALSE,FALSE,11:17,2ND,37,0,,45:30.8,11:17,2ND,37
901,data/frames/game_6/frame_000901.jpg,11:17,2ND,37,FALSE,FALSE,FALSE,11:17,2ND,37,0,,45:30.8,11:17,2ND,37
902,data/frames/game_6/frame_000902.jpg,11:17,2ND,36,FALSE,FALSE,FALSE,11:17,2ND,36,0,,45:30.8,11:17,2ND,36
903,data/frames/game_6/frame_000903.jpg,11:17,2ND,36,FALSE,FALSE,FALSE,11:17,2ND,36,0,,45:30.8,11:17,2ND,36
904,data/frames/game_6/frame_000904.jpg,11:17,2ND,35,FALSE,FALSE,FALSE,11:17,2ND,35,0,,45:30.8,11:17,2ND,35
905,data/frames/game_6/frame_000905.jpg,11:17,2ND,35,FALSE,FALSE,FALSE,11:17,2ND,35,0,,45:30.8,11:17,2ND,35
906,data/frames/game_6/frame_000906.jpg,11:17,2ND,34,FALSE,FALSE,FALSE,11:17,2ND,34,0,,45:30.8,11:17,2ND,34
907,data/frames/game_6/frame_000907.jpg,11:17,2ND,34,FALSE,FALSE,FALSE,11:17,2ND,34,0,,45:30.8,11:17,2ND,34
908,data/frames/game_6/frame_000908.jpg,0:00,,,FALSE,FALSE,FALSE,0:00,,,0,,45:30.8,0:00,,
909,data/frames/game_6/frame_000909.jpg,,,,FALSE,FALSE,FALSE,,,,0,,45:30.8,,,
910,data/frames/game_6/frame_000910.jpg,,,,FALSE,FALSE,FALSE,,,,0,,45:30.8,,,
911,data/frames/game_6/frame_000911.jpg,,,,FALSE,FALSE,FALSE,,,,0,,45:30.8,,,
912,data/frames/game_6/frame_000912.jpg,0:00,,,FALSE,FALSE,FALSE,0:00,,,0,,45:30.8,0:00,,
913,data/frames/game_6/frame_000913.jpg,0:00,,,FALSE,FALSE,FALSE,0:00,,,0,,45:30.8,0:00,,
914,data/frames/game_6/frame_000914.jpg,,,,FALSE,FALSE,FALSE,,,,0,,45:30.8,,,
915,data/frames/game_6/frame_000915.jpg,,,,FALSE,FALSE,FALSE,,,,0,,45:30.8,,,
916,data/frames/game_6/frame_000916.jpg,,,,FALSE,FALSE,FALSE,,,,0,,45:30.8,,,
917,data/frames/game_6/frame_000917.jpg,0:00,,,FALSE,FALSE,FALSE,0:00,,,0,,45:30.8,0:00,,
918,data/frames/game_6/frame_000918.jpg,0:00,,,FALSE,FALSE,FALSE,0:00,,,0,,45:30.8,0:00,,
919,data/frames/game_6/frame_000919.jpg,0:00,,,FALSE,FALSE,FALSE,0:00,,,0,,45:30.8,0:00,,
920,data/frames/game_6/frame_000920.jpg,,,,FALSE,FALSE,FALSE,,,,0,,45:30.8,,,
921,data/frames/game_6/frame_000921.jpg,0:00,,,FALSE,FALSE,FALSE,0:00,,,0,,45:30.8,0:00,,
922,data/frames/game_6/frame_000922.jpg,0:00,,,FALSE,FALSE,FALSE,0:00,,,0,,45:30.8,0:00,,
923,data/frames/game_6/frame_000923.jpg,0:00,,,FALSE,FALSE,FALSE,0:00,,,0,,45:30.8,0:00,,
924,data/frames/game_6/frame_000924.jpg,0:00,,,FALSE,FALSE,FALSE,0:00,,,0,,45:30.8,0:00,,
925,data/frames/game_6/frame_000925.jpg,0:00,,,FALSE,FALSE,FALSE,0:00,,,0,,45:30.8,0:00,,
926,data/frames/game_6/frame_000926.jpg,0:00,,,FALSE,FALSE,FALSE,0:00,,,0,,45:30.8,0:00,,
927,data/frames/game_6/frame_000927.jpg,0:00,,,FALSE,FALSE,FALSE,0:00,,,0,,45:30.8,0:00,,
928,data/frames/game_6/frame_000928.jpg,0:00,,,FALSE,FALSE,FALSE,0:00,,,0,,45:30.8,0:00,,
929,data/frames/game_6/frame_000929.jpg,0:00,,,FALSE,FALSE,FALSE,0:00,,,0,,45:30.8,0:00,,
930,data/frames/game_6/frame_000930.jpg,0:00,,,FALSE,FALSE,FALSE,0:00,,,0,,45:30.8,0:00,,
931,data/frames/game_6/frame_000931.jpg,0:00,,,FALSE,FALSE,FALSE,0:00,,,0,,45:30.8,0:00,,
932,data/frames/game_6/frame_000932.jpg,0:00,,,FALSE,FALSE,FALSE,0:00,,,0,,45:30.8,0:00,,
933,data/frames/game_6/frame_000933.jpg,0:00,,,FALSE,FALSE,FALSE,0:00,,,0,,45:30.8,0:00,,
934,data/frames/game_6/frame_000934.jpg,11:17,2ND,20,FALSE,FALSE,FALSE,11:17,2ND,20,0,,45:30.8,11:17,2ND,20
935,data/frames/game_6/frame_000935.jpg,0:00,,,FALSE,FALSE,FALSE,0:00,,,0,,45:30.8,0:00,,
936,data/frames/game_6/frame_000936.jpg,11:17,2ND,19,FALSE,FALSE,FALSE,11:17,2ND,19,0,,45:30.8,11:17,2ND,19
937,data/frames/game_6/frame_000937.jpg,11:17,2ND,19,FALSE,FALSE,FALSE,11:17,2ND,19,0,,45:30.8,11:17,2ND,19
938,data/frames/game_6/frame_000938.jpg,11:17,2ND,18,FALSE,FALSE,FALSE,11:17,2ND,18,0,,45:30.8,11:17,2ND,18
939,data/frames/game_6/frame_000939.jpg,11:17,2ND,18,FALSE,FALSE,FALSE,11:17,2ND,18,0,,45:30.8,11:17,2ND,18
940,data/frames/game_6/frame_000940.jpg,11:17,2ND,17,FALSE,FALSE,FALSE,11:17,2ND,17,0,,45:30.8,11:17,2ND,17
941,data/frames/game_6/frame_000941.jpg,11:17,2ND,17,FALSE,FALSE,FALSE,11:17,2ND,17,0,,45:30.8,11:17,2ND,17
942,data/frames/game_6/frame_000942.jpg,11:17,2ND,16,FALSE,FALSE,FALSE,11:17,2ND,16,0,,45:30.8,11:17,2ND,16
943,data/frames/game_6/frame_000943.jpg,11:17,2ND,16,FALSE,FALSE,FALSE,11:17,2ND,16,0,,45:30.8,11:17,2ND,16
944,data/frames/game_6/frame_000944.jpg,11:17,2ND,15,FALSE,FALSE,FALSE,11:17,2ND,15,0,,45:30.8,11:17,2ND,15
945,data/frames/game_6/frame_000945.jpg,11:17,2ND,15,FALSE,FALSE,FALSE,11:17,2ND,15,0,,45:30.8,11:17,2ND,15
946,data/frames/game_6/frame_000946.jpg,11:17,2ND,14,FALSE,FALSE,FALSE,11:17,2ND,14,0,,45:30.8,11:17,2ND,14
947,data/frames/game_6/frame_000947.jpg,11:17,2ND,14,FALSE,FALSE,FALSE,11:17,2ND,14,0,,45:30.8,11:17,2ND,14
948,data/frames/game_6/frame_000948.jpg,11:17,2ND,13,FALSE,FALSE,FALSE,11:17,2ND,13,0,,45:30.8,11:17,2ND,13
949,data/frames/game_6/frame_000949.jpg,11:17,2ND,13,FALSE,FALSE,FALSE,11:17,2ND,13,0,,45:30.8,11:17,2ND,13
950,data/frames/game_6/frame_000950.jpg,11:17,2ND,12,FALSE,FALSE,FALSE,11:17,2ND,12,0,,45:30.8,11:17,2ND,12
951,data/frames/game_6/frame_000951.jpg,11:17,2ND,12,FALSE,FALSE,FALSE,11:17,2ND,12,0,,45:30.8,11:17,2ND,12
952,data/frames/game_6/frame_000952.jpg,11:17,2ND,11,FALSE,FALSE,FALSE,11:17,2ND,11,0,,45:30.8,11:17,2ND,11
953,data/frames/game_6/frame_000953.jpg,11:17,2ND,11,FALSE,FALSE,FALSE,11:17,2ND,11,0,,45:30.8,11:17,2ND,11
954,data/frames/game_6/frame_000954.jpg,11:17,2ND,10,FALSE,FALSE,FALSE,11:17,2ND,10,0,,45:30.8,11:17,2ND,10
955,data/frames/game_6/frame_000955.jpg,11:17,2ND,10,FALSE,FALSE,FALSE,11:17,2ND,10,0,,45:30.8,11:17,2ND,10
956,data/frames/game_6/frame_000956.jpg,11:17,2ND,9,FALSE,FALSE,FALSE,11:17,2ND,9,0,,45:30.8,11:17,2ND,9
957,data/frames/game_6/frame_000957.jpg,11:17,2ND,9,FALSE,FALSE,FALSE,11:17,2ND,9,0,,45:30.8,11:17,2ND,9
958,data/frames/game_6/frame_000958.jpg,11:17,2ND,8,FALSE,FALSE,FALSE,11:17,2ND,8,0,,45:30.8,11:17,2ND,8
959,data/frames/game_6/frame_000959.jpg,11:17,2ND,8,FALSE,FALSE,FALSE,11:17,2ND,8,0,,45:30.8,11:17,2ND,8
960,data/frames/game_6/frame_000960.jpg,11:17,2ND,7,FALSE,FALSE,FALSE,11:17,2ND,7,0,,45:30.8,11:17,2ND,7
961,data/frames/game_6/frame_000961.jpg,11:17,2ND,7,FALSE,FALSE,FALSE,11:17,2ND,7,0,,45:30.8,11:17,2ND,7
962,data/frames/game_6/frame_000962.jpg,11:17,2ND,6,FALSE,FALSE,FALSE,11:17,2ND,6,0,,45:30.8,11:17,2ND,6
963,data/frames/game_6/frame_000963.jpg,11:17,2ND,6,FALSE,FALSE,FALSE,11:17,2ND,6,0,,45:30.8,11:17,2ND,6
964,data/frames/game_6/frame_000964.jpg,11:17,2ND,5,FALSE,FALSE,FALSE,11:17,2ND,5,0,,45:30.8,11:17,2ND,5
965,data/frames/game_6/frame_000965.jpg,11:17,2ND,5,FALSE,FALSE,FALSE,11:17,2ND,5,0,,45:30.8,11:17,2ND,5
966,data/frames/game_6/frame_000966.jpg,11:17,2ND,4,FALSE,FALSE,TRUE,11:17,2ND,,0.8,countdown_interpolation,45:30.8,11:17,2ND,
967,data/frames/game_6/frame_000967.jpg,11:17,2ND,4,FALSE,FALSE,FALSE,11:17,2ND,4,0,,45:30.8,11:17,2ND,4
968,data/frames/game_6/frame_000968.jpg,11:17,2ND,3,FALSE,FALSE,FALSE,11:17,2ND,3,0,,45:30.8,11:17,2ND,3
969,data/frames/game_6/frame_000969.jpg,11:17,2ND,3,FALSE,FALSE,FALSE,11:17,2ND,3,0,,45:30.8,11:17,2ND,3
970,data/frames/game_6/frame_000970.jpg,11:17,2ND,2,FALSE,FALSE,FALSE,11:17,2ND,2,0,,45:30.8,11:17,2ND,2
971,data/frames/game_6/frame_000971.jpg,11:17,2ND,2,FALSE,FALSE,FALSE,11:17,2ND,2,0,,45:30.8,11:17,2ND,2
972,data/frames/game_6/frame_000972.jpg,11:17,2ND,1,FALSE,FALSE,FALSE,11:17,2ND,1,0,,45:30.8,11:17,2ND,1
973,data/frames/game_6/frame_000973.jpg,11:17,2ND,1,FALSE,FALSE,FALSE,11:17,2ND,1,0,,45:30.8,11:17,2ND,1
974,data/frames/game_6/frame_000974.jpg,11:17,2ND,0,FALSE,FALSE,TRUE,11:17,2ND,,0.65,backward_countdown,45:30.8,11:17,2ND,0
975,data/frames/game_6/frame_000975.jpg,11:17,2ND,,FALSE,FALSE,FALSE,11:17,2ND,,0,,45:30.8,11:17,2ND,0
976,data/frames/game_6/frame_000976.jpg,11:17,2ND,,FALSE,FALSE,FALSE,11:17,2ND,,0,,45:30.8,11:17,2ND,
977,data/frames/game_6/frame_000977.jpg,11:17,2ND,,FALSE,FALSE,FALSE,11:17,2ND,,0,,45:30.8,11:17,2ND,
978,data/frames/game_6/frame_000978.jpg,11:17,2ND,,FALSE,FALSE,FALSE,11:17,2ND,,0,,45:30.8,11:17,2ND,
979,data/frames/game_6/frame_000979.jpg,11:17,2ND,,FALSE,FALSE,FALSE,11:17,2ND,,0,,45:30.8,11:17,2ND,
980,data/frames/game_6/frame_000980.jpg,11:17,2ND,,FALSE,FALSE,FALSE,11:17,2ND,,0,,45:30.8,11:17,2ND,
981,data/frames/game_6/frame_000981.jpg,11:17,2ND,,FALSE,FALSE,FALSE,11:17,2ND,,0,,45:30.8,11:17,2ND,
982,data/frames/game_6/frame_000982.jpg,11:17,2ND,,FALSE,FALSE,FALSE,11:17,2ND,,0,,45:30.8,11:17,2ND,
983,data/frames/game_6/frame_000983.jpg,11:17,2ND,,FALSE,FALSE,FALSE,11:17,2ND,,0,,45:30.8,11:17,2ND,
984,data/frames/game_6/frame_000984.jpg,11:17,2ND,,FALSE,FALSE,FALSE,11:17,2ND,,0,,45:30.8,11:17,2ND,
985,data/frames/game_6/frame_000985.jpg,11:17,2ND,,FALSE,FALSE,FALSE,11:17,2ND,,0,,45:30.8,11:17,2ND,
986,data/frames/game_6/frame_000986.jpg,11:17,2ND,,FALSE,FALSE,FALSE,11:17,2ND,,0,,45:30.8,11:17,2ND,
987,data/frames/game_6/frame_000987.jpg,11:17,2ND,,FALSE,FALSE,FALSE,11:17,2ND,,0,,45:30.8,11:17,2ND,
988,data/frames/game_6/frame_000988.jpg,11:17,2ND,,FALSE,FALSE,FALSE,11:17,2ND,,0,,45:30.8,11:17,2ND,
989,data/frames/game_6/frame_000989.jpg,11:17,2ND,,FALSE,FALSE,FALSE,11:17,2ND,,0,,45:30.8,11:17,2ND,
990,data/frames/game_6/frame_000990.jpg,11:17,2ND,,FALSE,FALSE,FALSE,11:17,2ND,,0,,45:30.8,11:17,2ND,
991,data/frames/game_6/frame_000991.jpg,11:17,2ND,,FALSE,FALSE,FALSE,11:17,2ND,,0,,45:30.8,11:17,2ND,
992,data/frames/game_6/frame_000992.jpg,11:17,2ND,,FALSE,FALSE,FALSE,11:17,2ND,,0,,45:30.8,11:17,2ND,
993,data/frames/game_6/frame_000993.jpg,11:17,2ND,,FALSE,FALSE,FALSE,11:17,2ND,,0,,45:30.8,11:17,2ND,
994,data/frames/game_6/frame_000994.jpg,11:17,2ND,,FALSE,FALSE,FALSE,11:17,2ND,,0,,45:30.8,11:17,2ND,
995,data/frames/game_6/frame_000995.jpg,11:17,2ND,,FALSE,FALSE,FALSE,11:17,2ND,,0,,45:30.8,11:17,2ND,
996,data/frames/game_6/frame_000996.jpg,11:17,2ND,,FALSE,FALSE,FALSE,11:17,2ND,,0,,45:30.8,11:17,2ND,
997,data/frames/game_6/frame_000997.jpg,11:17,2ND,25,FALSE,FALSE,FALSE,11:17,2ND,25,0,,45:30.8,11:17,2ND,25
998,data/frames/game_6/frame_000998.jpg,11:17,2ND,25,FALSE,FALSE,FALSE,11:17,2ND,25,0,,45:30.8,11:17,2ND,25
999,data/frames/game_6/frame_000999.jpg,11:17,2ND,25,FALSE,FALSE,FALSE,11:17,2ND,25,0,,45:30.8,11:17,2ND,25
1000,data/frames/game_6/frame_001000.jpg,11:17,2ND,25,FALSE,FALSE,FALSE,11:17,2ND,25,0,,45:30.8,11:17,2ND,25
1001,data/frames/game_6/frame_001001.jpg,11:17,2ND,25,FALSE,FALSE,FALSE,11:17,2ND,25,0,,45:30.8,11:17,2ND,25
1002,data/frames/game_6/frame_001002.jpg,11:17,2ND,25,FALSE,FALSE,FALSE,11:17,2ND,25,0,,45:30.8,11:17,2ND,25
1003,data/frames/game_6/frame_001003.jpg,11:17,2ND,25,FALSE,FALSE,FALSE,11:17,2ND,25,0,,45:30.8,11:17,2ND,25
1004,data/frames/game_6/frame_001004.jpg,11:17,2ND,25,FALSE,FALSE,FALSE,11:17,2ND,25,0,,45:30.8,11:17,2ND,25
1005,data/frames/game_6/frame_001005.jpg,11:17,2ND,25,FALSE,FALSE,FALSE,11:17,2ND,25,0,,45:30.8,11:17,2ND,25
1006,data/frames/game_6/frame_001006.jpg,11:17,2ND,25,FALSE,FALSE,FALSE,11:17,2ND,25,0,,45:30.8,11:17,2ND,25
1007,data/frames/game_6/frame_001007.jpg,11:17,2ND,25,FALSE,FALSE,FALSE,11:17,2ND,25,0,,45:30.8,11:17,2ND,25
1008,data/frames/game_6/frame_001008.jpg,11:17,2ND,25,FALSE,FALSE,FALSE,11:17,2ND,25,0,,45:30.8,11:17,2ND,25
1009,data/frames/game_6/frame_001009.jpg,11:17,2ND,25,FALSE,FALSE,FALSE,11:17,2ND,25,0,,45:30.8,11:17,2ND,25
1010,data/frames/game_6/frame_001010.jpg,11:17,2ND,25,FALSE,FALSE,FALSE,11:17,2ND,25,0,,45:30.8,11:17,2ND,25
1011,data/frames/game_6/frame_001011.jpg,11:17,2ND,25,FALSE,FALSE,FALSE,11:17,2ND,25,0,,45:30.8,11:17,2ND,25
1012,data/frames/game_6/frame_001012.jpg,11:17,2ND,25,FALSE,FALSE,FALSE,11:17,2ND,25,0,,45:30.8,11:17,2ND,25
1013,data/frames/game_6/frame_001013.jpg,11:17,2ND,25,FALSE,FALSE,FALSE,11:17,2ND,25,0,,45:30.8,11:17,2ND,25
1014,data/frames/game_6/frame_001014.jpg,11:17,2ND,25,FALSE,FALSE,FALSE,11:17,2ND,25,0,,45:30.8,11:17,2ND,25
1015,data/frames/game_6/frame_001015.jpg,11:17,2ND,25,FALSE,FALSE,FALSE,11:17,2ND,25,0,,45:30.8,11:17,2ND,25
1016,data/frames/game_6/frame_001016.jpg,11:17,2ND,25,FALSE,FALSE,FALSE,11:17,2ND,25,0,,45:30.8,11:17,2ND,25
1017,data/frames/game_6/frame_001017.jpg,11:17,2ND,25,FALSE,FALSE,FALSE,11:17,2ND,25,0,,45:30.8,11:17,2ND,25
1018,data/frames/game_6/frame_001018.jpg,11:17,2ND,25,FALSE,FALSE,FALSE,11:17,2ND,25,0,,45:30.8,11:17,2ND,25
1019,data/frames/game_6/frame_001019.jpg,11:17,2ND,25,FALSE,FALSE,FALSE,11:17,2ND,25,0,,45:30.8,11:17,2ND,25
1020,data/frames/game_6/frame_001020.jpg,11:17,2ND,25,FALSE,FALSE,FALSE,11:17,2ND,25,0,,45:30.8,11:17,2ND,25
1021,data/frames/game_6/frame_001021.jpg,11:17,2ND,25,FALSE,FALSE,FALSE,11:17,2ND,25,0,,45:30.8,11:17,2ND,25
1022,data/frames/game_6/frame_001022.jpg,11:17,2ND,25,FALSE,FALSE,FALSE,11:17,2ND,25,0,,45:30.8,11:17,2ND,25
1023,data/frames/game_6/frame_001023.jpg,11:17,2ND,25,FALSE,FALSE,FALSE,11:17,2ND,25,0,,45:30.8,11:17,2ND,25
1024,data/frames/game_6/frame_001024.jpg,11:17,2ND,25,FALSE,FALSE,FALSE,11:17,2ND,25,0,,45:30.8,11:17,2ND,25
1025,data/frames/game_6/frame_001025.jpg,11:17,2ND,25,FALSE,FALSE,FALSE,11:17,2ND,25,0,,45:30.8,11:17,2ND,25
1026,data/frames/game_6/frame_001026.jpg,11:17,2ND,25,FALSE,FALSE,FALSE,11:17,2ND,25,0,,45:30.8,11:17,2ND,25
1027,data/frames/game_6/frame_001027.jpg,11:17,2ND,24,FALSE,FALSE,FALSE,11:17,2ND,24,0,,45:30.8,11:17,2ND,24
1028,data/frames/game_6/frame_001028.jpg,11:17,2ND,23,FALSE,FALSE,FALSE,11:17,2ND,23,0,,45:30.8,11:17,2ND,23
1029,data/frames/game_6/frame_001029.jpg,11:17,2ND,23,FALSE,FALSE,FALSE,11:17,2ND,23,0,,45:30.8,11:17,2ND,23
1030,data/frames/game_6/frame_001030.jpg,11:17,2ND,22,FALSE,FALSE,FALSE,11:17,2ND,22,0,,45:30.8,11:17,2ND,22
1031,data/frames/game_6/frame_001031.jpg,11:17,2ND,22,FALSE,FALSE,FALSE,11:17,2ND,22,0,,45:30.8,11:17,2ND,22
1032,data/frames/game_6/frame_001032.jpg,11:17,2ND,21,FALSE,FALSE,FALSE,11:17,2ND,21,0,,45:30.8,11:17,2ND,21
1033,data/frames/game_6/frame_001033.jpg,11:17,2ND,21,FALSE,FALSE,FALSE,11:17,2ND,21,0,,45:30.8,11:17,2ND,21
1034,data/frames/game_6/frame_001034.jpg,11:17,2ND,20,FALSE,FALSE,FALSE,11:17,2ND,20,0,,45:30.8,11:17,2ND,20
1035,data/frames/game_6/frame_001035.jpg,11:17,2ND,20,FALSE,FALSE,FALSE,11:17,2ND,20,0,,45:30.8,11:17,2ND,20
1036,data/frames/game_6/frame_001036.jpg,11:17,2ND,19,FALSE,FALSE,FALSE,11:17,2ND,19,0,,45:30.8,11:17,2ND,19
1037,data/frames/game_6/frame_001037.jpg,11:17,2ND,19,FALSE,FALSE,FALSE,11:17,2ND,19,0,,45:30.8,11:17,2ND,19
1038,data/frames/game_6/frame_001038.jpg,11:17,2ND,18,FALSE,FALSE,FALSE,11:17,2ND,18,0,,45:30.8,11:17,2ND,18
1039,data/frames/game_6/frame_001039.jpg,11:17,2ND,18,FALSE,FALSE,FALSE,11:17,2ND,18,0,,45:30.8,11:17,2ND,18
1040,data/frames/game_6/frame_001040.jpg,11:17,2ND,17,FALSE,FALSE,FALSE,11:17,2ND,17,0,,45:30.8,11:17,2ND,17
1041,data/frames/game_6/frame_001041.jpg,11:17,2ND,17,FALSE,FALSE,FALSE,11:17,2ND,17,0,,45:30.8,11:17,2ND,17
1042,data/frames/game_6/frame_001042.jpg,11:17,2ND,16,FALSE,FALSE,FALSE,11:17,2ND,16,0,,45:30.8,11:17,2ND,16
1043,data/frames/game_6/frame_001043.jpg,11:17,2ND,16,FALSE,FALSE,FALSE,11:17,2ND,16,0,,45:30.8,11:17,2ND,16
1044,data/frames/game_6/frame_001044.jpg,11:17,2ND,15,FALSE,FALSE,FALSE,11:17,2ND,15,0,,45:30.8,11:17,2ND,15
1045,data/frames/game_6/frame_001045.jpg,11:17,2ND,15,FALSE,FALSE,FALSE,11:17,2ND,15,0,,45:30.8,11:17,2ND,15
1046,data/frames/game_6/frame_001046.jpg,11:17,2ND,14,FALSE,FALSE,FALSE,11:17,2ND,14,0,,45:30.8,11:17,2ND,14
1047,data/frames/game_6/frame_001047.jpg,11:17,2ND,14,FALSE,FALSE,FALSE,11:17,2ND,14,0,,45:30.8,11:17,2ND,14
1048,data/frames/game_6/frame_001048.jpg,11:17,2ND,13,FALSE,FALSE,FALSE,11:17,2ND,13,0,,45:30.8,11:17,2ND,13
1049,data/frames/game_6/frame_001049.jpg,11:17,2ND,13,FALSE,FALSE,FALSE,11:17,2ND,13,0,,45:30.8,11:17,2ND,13
1050,data/frames/game_6/frame_001050.jpg,11:17,2ND,12,FALSE,FALSE,FALSE,11:17,2ND,12,0,,45:30.8,11:17,2ND,12
1051,data/frames/game_6/frame_001051.jpg,11:17,2ND,12,FALSE,FALSE,FALSE,11:17,2ND,12,0,,45:30.8,11:17,2ND,12
1052,data/frames/game_6/frame_001052.jpg,11:17,2ND,11,FALSE,FALSE,FALSE,11:17,2ND,11,0,,45:30.8,11:17,2ND,11
1053,data/frames/game_6/frame_001053.jpg,11:17,2ND,11,FALSE,FALSE,FALSE,11:17,2ND,11,0,,45:30.8,11:17,2ND,11
1054,data/frames/game_6/frame_001054.jpg,11:17,2ND,10,FALSE,FALSE,FALSE,11:17,2ND,10,0,,45:30.8,11:17,2ND,10
1055,data/frames/game_6/frame_001055.jpg,11:17,2ND,10,FALSE,FALSE,FALSE,11:17,2ND,10,0,,45:30.8,11:17,2ND,10
1056,data/frames/game_6/frame_001056.jpg,11:17,2ND,9,FALSE,FALSE,FALSE,11:17,2ND,9,0,,45:30.8,11:17,2ND,9
1057,data/frames/game_6/frame_001057.jpg,11:17,2ND,9,FALSE,FALSE,FALSE,11:17,2ND,9,0,,45:30.8,11:17,2ND,9
1058,data/frames/game_6/frame_001058.jpg,11:17,2ND,8,FALSE,FALSE,FALSE,11:17,2ND,8,0,,45:30.8,11:17,2ND,8
1059,data/frames/game_6/frame_001059.jpg,11:17,2ND,8,FALSE,FALSE,FALSE,11:17,2ND,8,0,,45:30.8,11:17,2ND,8
1060,data/frames/game_6/frame_001060.jpg,11:17,2ND,7,FALSE,FALSE,FALSE,11:17,2ND,7,0,,45:30.8,11:17,2ND,7
1061,data/frames/game_6/frame_001061.jpg,11:17,2ND,40,FALSE,FALSE,FALSE,11:17,2ND,40,0,,45:30.8,11:17,2ND,40
1062,data/frames/game_6/frame_001062.jpg,11:17,2ND,40,FALSE,FALSE,FALSE,11:17,2ND,40,0,,45:30.8,11:17,2ND,40
1063,data/frames/game_6/frame_001063.jpg,11:16,2ND,40,FALSE,FALSE,FALSE,11:16,2ND,40,0,,45:30.8,11:16,2ND,40
1064,data/frames/game_6/frame_001064.jpg,11:16,2ND,40,FALSE,FALSE,FALSE,11:16,2ND,40,0,,45:30.8,11:16,2ND,40
1065,data/frames/game_6/frame_001065.jpg,11:15,2ND,40,FALSE,FALSE,FALSE,11:15,2ND,40,0,,45:30.8,11:15,2ND,40
1066,data/frames/game_6/frame_001066.jpg,11:15,2ND,40,FALSE,FALSE,FALSE,11:15,2ND,40,0,,45:30.8,11:15,2ND,40
1067,data/frames/game_6/frame_001067.jpg,11:14,2ND,40,FALSE,FALSE,FALSE,11:14,2ND,40,0,,45:30.8,11:14,2ND,40
